index,1930_Colette_Sido,1907_Leblanc-Maurice_Arsene-Lupin-gentleman-cambrioleur,1841_Sand-George_Un-hiver-a-Majorque,1892_Verne-Jules_Le-Chateau-des-Carpathes,1830_Stendhal_Le-Rouge-et-le-noir,1909_Zevaco-Michel_Nostradamus,1883_Guy-de-Maupassant_Contes-de-la-Becasse
1930_Colette_Sido,0.0,0.07410181405704602,0.08005195925844205,0.07205110181534595,0.07016235923925258,0.0863432827864885,0.07021130663279325
1907_Leblanc-Maurice_Arsene-Lupin-gentleman-cambrioleur,0.07410181405704602,0.0,0.06333953060057534,0.05434974543774012,0.0683139884685691,0.06571388265067911,0.06106045113077931
1841_Sand-George_Un-hiver-a-Majorque,0.08005195925844205,0.06333953060057534,0.0,0.07335842943967968,0.08798186470412023,0.08843258520386756,0.07157997498661202
1892_Verne-Jules_Le-Chateau-des-Carpathes,0.07205110181534595,0.05434974543774012,0.07335842943967968,0.0,0.06591350038611675,0.06525444900889972,0.061925339521735
1830_Stendhal_Le-Rouge-et-le-noir,0.07016235923925258,0.0683139884685691,0.08798186470412023,0.06591350038611675,0.0,0.05450680894293299,0.06685539837932954
1909_Zevaco-Michel_Nostradamus,0.0863432827864885,0.06571388265067911,0.08843258520386756,0.06525444900889972,0.05450680894293299,0.0,0.07498656667722328
1883_Guy-de-Maupassant_Contes-de-la-Becasse,0.07021130663279325,0.06106045113077931,0.07157997498661202,0.061925339521735,0.06685539837932954,0.07498656667722328,0.0
